job_id,title,company,url,salary_raw,min_salary_mil,max_salary_mil,skills,benefits,posted_date,processed_at
1476526,Nhân Viên Livestream Đá Phong Thủy CADA DECOR (Thu Nhập 12-20 Triệu),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VSO,https://www.topcv.vn/viec-lam/nhan-vien-livestream-da-phong-thuy-cada-decor-thu-nhap-12-20-trieu/1476526.html,12 - 20 triệu,12.0,20.0,"['Vận hành Livestream', 'Online Sales', 'Bán hàng ...']",[],2025-12-21,2025-12-23 13:11:26
1992580,Senior Retail Executive,OPPO VIỆT NAM,https://www.topcv.vn/viec-lam/senior-retail-executive/1992580.html,Thoả thuận,,,"['Trade Marketing', 'Bán lẻ - Hàng tiêu dùng -...']",[],2025-12-22,2025-12-23 13:11:26
1981209,Nhân Viên Chăm Sóc Khách Hàng/CSKH/Customer Service (Tiếng Anh) - Không Yêu Cầu Kinh Nghiệm (Thu Nhập Đến 12 Triệu) –  Đi Làm Ngay (Quận 12),CÔNG TY TNHH NGUYỄN AN NAM,https://www.topcv.vn/viec-lam/nhan-vien-cham-soc-khach-hang-cskh-customer-service-tieng-anh-khong-yeu-cau-kinh-nghiem-thu-nhap-den-12-trieu-di-lam-ngay-quan-12/1981209.html,10 - 12 triệu,10.0,12.0,['Không yêu cầu ...'],"['Chăm sóc khách hàng', 'Du lịch']",2025-12-16,2025-12-23 13:11:26
1984338,Thực Tập Sinh Tuyển Dụng - Part Time - Không Yêu Cầu Kinh Nghiệm,TTM Group,https://www.topcv.vn/viec-lam/thuc-tap-sinh-tuyen-dung-part-time-khong-yeu-cau-kinh-nghiem/1984338.html,3 - 6 triệu,3.0,6.0,"['Tuyển dụng', 'Không yêu cầu kinh nghiệm', 'Đại H...']",[],2025-12-16,2025-12-23 13:11:26
1358403,Nhân Viên Kỹ Thuật Bảo Trì/ Sửa Chữa/ Bảo Dưỡng,CÔNG TY TNHH THƯƠNG MẠI-DỊCH VỤ ĐIỆN MẠNH PHƯƠNG,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-bao-tri-sua-chua-bao-duong/1358403.html,10 - 15 triệu,10.0,15.0,"['Sửa chữa/Bảo trì máy công nghiệp', 'Điện / Đ...']",[],2025-12-19,2025-12-23 13:11:26
1990648,Frontend Team Lead (ReactJS/NextJS/React Native),CÔNG TY TNHH SOFTFLEX LLC,https://www.topcv.vn/viec-lam/frontend-team-lead-reactjs-nextjs-react-native/1990648.html,"2,700 - 3,300 USD",68.58,83.82,['Chuyên môn Công nghệ thông tin khác'],['Nghỉ ...'],2025-12-19,2025-12-23 13:11:26
1968508,"Thực Tập Sinh Chạy Quảng Cáo - Marketing Ads (Biết Tiếng Trung/HSK3/Giao Tiếp Ổn)/ Phụ Cấp Từ 5 - 8 Triệu / Quận 2(Cũ),HCM",CÔNG TY TNHH NEXTAD STUDIO,https://www.topcv.vn/viec-lam/thuc-tap-sinh-chay-quang-cao-marketing-ads-biet-tieng-trung-hsk3-giao-tiep-on-phu-cap-tu-5-8-trieu-quan-2cu-hcm/1968508.html,5 - 8 triệu,5.0,8.0,"['Chạy Ads', 'Không yêu cầu kinh nghiệm', 'Cao Đẳn...']",[],2025-12-16,2025-12-23 13:11:26
1988598,Tiktok Short-Form Video Creator,CÔNG TY TNHH ARTARA,https://www.topcv.vn/viec-lam/tiktok-short-form-video-creator/1988598.html,8 - 12 triệu,8.0,12.0,"['TikTok Content', 'Marketing / Quảng cáo', '1 năm...']",[],2025-12-19,2025-12-23 13:11:26
1989367,Thực Tập Sinh Điều Hành Tour Du Lịch Trong Nước (Tiếng Anh),Công ty TNHH Monstas,https://www.topcv.vn/viec-lam/thuc-tap-sinh-dieu-hanh-tour-du-lich-trong-nuoc-tieng-anh/1989367.html,5 - 8 triệu,5.0,8.0,"['Điều hành tour', 'Không yêu cầu kinh nghiệm', 'C...']",[],2025-12-18,2025-12-23 13:11:26
1982110,Senior Digital Marketing Executive - 3 Năm Kinh Nghiệm Trở Lên - Thu Nhập Hấp Dẫn,CÔNG TY TNHH CÔNG NGHỆ KVY,https://www.topcv.vn/viec-lam/senior-digital-marketing-executive-3-nam-kinh-nghiem-tro-len-thu-nhap-hap-dan/1982110.html,Thoả thuận,,,"['Digital Marketing', 'Thương mại điện tử']",['Nghỉ ...'],2025-12-17,2025-12-23 13:11:26
1981504,Nhân Viên Chứng Từ Đội Xe Tại Hồ Chí Minh,CÔNG TY CỔ PHẦN VẬN TẢI BIỂN CONTAINER THÁI BÌNH DƯƠNG,https://www.topcv.vn/viec-lam/nhan-vien-chung-tu-doi-xe-tai-ho-chi-minh/1981504.html,9 - 11 triệu,9.0,11.0,"['Chứng từ xuất nhập khẩu', 'Logistic / Vận tả...']",[],2025-12-16,2025-12-23 13:11:26
1991965,Chuyên Viên Xử Lý Nợ Và Thi Hành Án - ID783,Ngân Hàng TMCP Việt Nam Thịnh Vượng (VPBank),https://www.topcv.vn/brand/vpbank/tuyen-dung/chuyen-vien-xu-ly-no-va-thi-hanh-an-id783-j1991965.html,Thoả thuận,,,"['Chuyên viên xử lý nợ', 'Ngân hàng', 'Tài chính', '1 ...']",[],2025-12-22,2025-12-23 13:11:26
1987877,Nhân Viên Kỹ Thuật Điện/ Điện Tử/ Tự Động Hóa/ Biến Tần/ Lắp Đặt Tủ Điện (Phường Bình Tân - TP. Hồ Chí Minh),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT ĐIỆN THUẬN PHÁT,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-dien-dien-tu-tu-dong-hoa-bien-tan-lap-dat-tu-dien-phuong-binh-tan-tp-ho-chi-minh/1987877.html,Thoả thuận,,,"['Kỹ thuật điện/điện tử', 'Điện / Điện tử / Đi...']",[],2025-12-19,2025-12-23 13:11:26
1988979,Operations Manager (RƯỢU – KHO – TAP),CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI SHIBA SHIBA,https://www.topcv.vn/viec-lam/operations-manager-ruou-kho-tap/1988979.html,22 - 30 triệu,22.0,30.0,"['Ad Operations Manager', '5 năm kinh nghiệm', 'Đạ...']",[],2025-12-20,2025-12-23 13:11:26
1987384,Nhân Viên Bán Hàng Ca Đêm - Lương Rất Cạnh Tranh,CÔNG TY TNHH BUYMED,https://www.topcv.vn/viec-lam/nhan-vien-ban-hang-ca-dem-luong-rat-canh-tranh/1987384.html,10 - 12 triệu,10.0,12.0,['Bán hàng siêu thị/cửa hàng tiện ích/tiện...'],[],2025-12-17,2025-12-23 13:11:26
1981147,"Kế Toán Tổng Hợp [Hồ Chí Minh] - Lương Upto 16 Triệu, Phỏng Vấn Đi Làm Ngay",CÔNG TY TNHH NGHIÊN CỨU VÀ TƯ VẤN DXL,https://www.topcv.vn/viec-lam/ke-toan-tong-hop-ho-chi-minh-luong-upto-16-trieu-phong-van-di-lam-ngay/1981147.html,13 - 16 triệu,13.0,16.0,"['Kế toán tổng hợp', 'Kế toán', 'Tài chính', 'Thuế']",['Nghỉ...'],2025-12-16,2025-12-23 13:11:26
1973642,Trưởng Nhóm QA - Đi Làm Ngay,CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT KINH DOANH DỊCH VỤ TRÂM ANH,https://www.topcv.vn/viec-lam/truong-nhom-qa-di-lam-ngay/1973642.html,Thoả thuận,,,"['Quản lý chất lượng (QA)', 'Tuổi 23 - 45', '1 năm...']",[],2025-12-19,2025-12-23 13:11:26
1991246,HR Specialist - Thu Nhập Từ 14 Đến 17  Triệu / Tháng,CÔNG TY TNHH FOBE,https://www.topcv.vn/viec-lam/hr-specialist-thu-nhap-tu-14-den-17-trieu-thang/1991246.html,14 - 17 triệu,14.0,17.0,"['Hành chính nhân sự', '3 năm kinh n...']",['Nghỉ thứ 7'],2025-12-20,2025-12-23 13:11:26
1988533,"Chuyên Viên Mua Hàng Bao Bì, Nhãn Mác - Thu Nhập UpTo 18M - Hà Nội",Công ty cổ phần thương mại Kiềm Saphia Pharma,https://www.topcv.vn/viec-lam/chuyen-vien-mua-hang-bao-bi-nhan-mac-thu-nhap-upto-18m-ha-noi/1988533.html,13 - 18 triệu,13.0,18.0,"['Chuyên môn Thu mua/Mua hàng', 'Thực phẩm / Đ...']",[],2025-12-18,2025-12-23 13:11:26
1987212,Nhân Viên Quay & Dựng Video Ngắn,CÔNG TY TNHH GIẦY VINSHOES VIỆT NAM,https://www.topcv.vn/viec-lam/nhan-vien-quay-dung-video-ngan/1987212.html,9 - 12 triệu,9.0,12.0,"['Photographer/Video Editor', 'Mỹ thuật / Nghệ...']",[],2025-12-16,2025-12-23 13:11:26
1988224,Financial Analyst,SHBFinance,https://www.topcv.vn/viec-lam/financial-analyst/1988224.html,Thoả thuận,,,"['Chuyên môn Tài chính', '2 năm kinh...']",['Nghỉ thứ 7'],2025-12-17,2025-12-23 13:11:26
1990363,Chuyên Viên Tư Vấn Chăm Sóc Da Liễu,PPP Laser Clinic Viet Nam,https://www.topcv.vn/viec-lam/chuyen-vien-tu-van-cham-soc-da-lieu/1990363.html,15 - 25 triệu,15.0,25.0,['Kỹ thuật viên Spa'],['Chăm sóc sức khỏe / Làm...'],2025-12-19,2025-12-23 13:11:26
1870805,Quản Lý Cửa Hàng Quận 9/ Vũng Tàu/ Hà Nội,CÔNG TY TNHH MTV DAT BIKE VIETNAM,https://www.topcv.vn/viec-lam/quan-ly-cua-hang-quan-9-vung-tau-ha-noi/1870805.html,15 - 25 triệu,15.0,25.0,"['Quản lý cửa hàng/Cửa hàng trưởng', 'Direct S...']",[],2025-12-18,2025-12-23 13:11:26
1991382,"Nhân Viên Tư Vấn Bán Hàng Ô Tô (Vinfast, Hyundai, Kim Long,...) Có Lương Cứng, Hỗ Trợ Đào Tạo",CÔNG TY TNHH Ô TÔ ĐIỆN MIỀN NAM,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-ban-hang-o-to-vinfast-hyundai-kim-long-co-luong-cung-ho-tro-dao-tao/1991382.html,15 - 40 triệu,15.0,40.0,"['Kinh doanh ô tô/xe máy/xe điện', 'Direct Sal...']",[],2025-12-21,2025-12-23 13:11:26
1924824,Chuyên Viên Thẩm Định Tín Dụng Qua Điện Thoại Có Kinh Nghiệm Thu Nhập 10-15Tr,FE CREDIT,https://www.topcv.vn/brand/fecredit/tuyen-dung/chuyen-vien-tham-dinh-tin-dung-qua-dien-thoai-co-kinh-nghiem-thu-nhap-10-15tr-j1924824.html,10 - 20 triệu,10.0,20.0,"['Thẩm định tín dụng', 'Ngân hàng', 'Tài chính', 'Bảo ...']",[],2025-12-16,2025-12-23 13:11:26
1921955,Quản Lý Văn Hóa Đoàn Thể,Phân hiệu Trường Đại học FPT tại thành phố Hồ Chí Minh,https://www.topcv.vn/viec-lam/quan-ly-van-hoa-doan-the/1921955.html,Thoả thuận,,,"['Chuyên môn Quan hệ Công chúng', '3 năm kinh ...']",[],2025-12-16,2025-12-23 13:11:26
1989211,"Nhân Viên Tiếng Trung (Hỗ Trợ Kinh Doanh) - Thu Nhập Từ 15 Đến 20 Triệu (Thưởng Hấp Dẫn, Hỗ Trợ Ăn Trưa Và Trang Thiết Bị Làm Việc) Tại Hồ Chí Minh",CÔNG TY TNHH UNIMAX VINA,https://www.topcv.vn/viec-lam/nhan-vien-tieng-trung-ho-tro-kinh-doanh-thu-nhap-tu-15-den-20-trieu-thuong-hap-dan-ho-tro-an-trua-va-trang-thiet-bi-lam-viec-tai-ho-chi-minh/1989211.html,15 - 20 triệu,15.0,20.0,"['Biên phiên dịch tiếng Trung', '2 năm kinh ng...']",[],2025-12-18,2025-12-23 13:11:26
1577375,Nhân Viên Quan Hệ Khách Hàng Doanh Nghiệp (Tư Vấn Tài Chính),"Chailease International Leasing Co., Ltd. (Head Office)",https://www.topcv.vn/brand/chailease/tuyen-dung/nhan-vien-quan-he-khach-hang-doanh-nghiep-tu-van-tai-chinh-j1577375.html,Thoả thuận,,,"['Quan hệ khách hàng cá nhân/doanh nghiệp', 'B...']",[],2025-12-16,2025-12-23 13:11:26
1984781,Trưởng Phòng Media (Lĩnh Vực Bất Động Sản),CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN AHS,https://www.topcv.vn/viec-lam/truong-phong-media-linh-vuc-bat-dong-san/1984781.html,Từ 25 triệu,25.0,,"['Photographer/Video Editor', 'Bất động sản', 'Mar...']",[],2025-12-16,2025-12-23 13:11:26
1992378,"Middle/Senior Developer (Java, Microservices)",CÔNG TY TNHH SAI DIGITAL,https://www.topcv.vn/viec-lam/middle-senior-developer-java-microservices/1992378.html,Thoả thuận,,,"['Backend Developer', 'IT - Phần mềm']",['Nghỉ thứ 7'],2025-12-22,2025-12-23 13:11:26
1981201,Nhân Viên Tư Vấn/ Chăm Sóc Khách Hàng Tiếng Anh- Tuyển Nữ - Đào Tạo Từ A-Z - Thu Nhập 13 - 20 Triệu - Không Yêu Cầu Kinh Nghiệm,CÔNG TY TNHH SERVIO INTERNATIONAL,https://www.topcv.vn/viec-lam/nhan-vien-tu-van-cham-soc-khach-hang-tieng-anh-tuyen-nu-dao-tao-tu-a-z-thu-nhap-13-20-trieu-khong-yeu-cau-kinh-nghiem/1981201.html,13 - 20 triệu,13.0,20.0,['Tiếng Anh Giao tiếp t...'],['Chăm sóc khách hàng'],2025-12-16,2025-12-23 13:11:26
1897030,"Nhân Viên Chăm Sóc Khách Hàng Viettel Post Tại Hoài Đức, Hà Nội",Công Ty Cổ Phần Truyền Thông Kim Cương,https://www.topcv.vn/brand/truyen-thong-kim-cuong/tuyen-dung/nhan-vien-cham-soc-khach-hang-viettel-post-tai-hoai-duc-ha-noi-j1897030.html,8 - 10 triệu,8.0,10.0,['Không yêu cầu kinh ng...'],['Chăm sóc khách hàng'],2025-12-16,2025-12-23 13:11:26
1982878,Nhân Viên R&D Thực Phẩm - Làm Việc Tại Đồng Nai (Bình Phước Cũ),CÔNG TY TNHH STP FOOD,https://www.topcv.vn/viec-lam/nhan-vien-rd-thuc-pham-lam-viec-tai-dong-nai-binh-phuoc-cu/1982878.html,9 - 12 triệu,9.0,12.0,['Nghiên cứu và phát triển (R&D) thực phẩm...'],[],2025-12-16,2025-12-23 13:11:26
1990185,"Content Marketing, Thu Nhập 12 - 25 Triệu (Ba Đình - Hà Nội)",HỘ KINH DOANH TEKNO VN,https://www.topcv.vn/viec-lam/content-marketing-thu-nhap-12-25-trieu-ba-dinh-ha-noi/1990185.html,12 - 25 triệu,12.0,25.0,"['Content Marketing', 'Marketing / Quảng cáo', 'Dư...']",[],2025-12-19,2025-12-23 13:11:26
1987198,Nhân Viên Thiết Kế/Designer 2D - Từ 2 Năm Kinh Nghiệm - Tại Khu Vực Hồ Chí Minh,CÔNG TY TNHH XUẤT NHẬP KHẨU TRUNG CHÍNH,https://www.topcv.vn/viec-lam/nhan-vien-thiet-ke-designer-2d-tu-2-nam-kinh-nghiem-tai-khu-vuc-ho-chi-minh/1987198.html,13 - 14 triệu,13.0,14.0,"['Thiết kế sản phẩm nội thất', 'Thiết kế / Kiế...']",[],2025-12-17,2025-12-23 13:11:26
1988119,Nhân Viên Hành Chính - Nhân Sự - Thủ Đức (Thu Nhập 8 - 10 Triệu),CÔNG TY TNHH HAI THÀNH VIÊN NHANH NHANH,https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-nhan-su-thu-duc-thu-nhap-8-10-trieu/1988119.html,8 - 10 triệu,8.0,10.0,"['Hành chính nhân sự', 'Tuổi 25 - 35', '1 năm kinh...']",[],2025-12-18,2025-12-23 13:11:26
1991786,Kế Toán Trưởng  (45 - 60 Triệu) Đi Làm Ngay,CÔNG TY TNHH BABEENI VIỆT NAM,https://www.topcv.vn/viec-lam/ke-toan-truong-45-60-trieu-di-lam-ngay/1991786.html,45 - 60 triệu,45.0,60.0,"['Kế toán trưởng', 'Trên 5 năm kinh nghiệm', 'Đại ...']",[],2025-12-22,2025-12-23 13:11:26
1986032,Giám Sát MEP/ Kỹ Sư Cơ Điện - Lương Thưởng Hấp Dẫn,Công Ty Cổ Phần Mepac,https://www.topcv.vn/viec-lam/giam-sat-mep-ky-su-co-dien-luong-thuong-hap-dan/1986032.html,10 - 18 triệu,10.0,18.0,"['Kỹ sư cơ điện', '1 năm kinh nghiệm', 'Đại Học tr...']",[],2025-12-16,2025-12-23 13:11:26
1987797,Tổ Trưởng Bảo Trì,CÔNG TY TNHH OTSUKA TECHNO VIỆT NAM,https://www.topcv.vn/viec-lam/to-truong-bao-tri/1987797.html,Thoả thuận,,,"['Sửa chữa/Bảo trì máy công nghiệp', 'Cơ khí /...']",[],2025-12-18,2025-12-23 13:11:26
1988922,Giám Sát Trưởng Công Trình Giao Thông Cầu Đường Bộ - Đi Làm Ngay,CÔNG TY TNHH TƯ VẤN XÂY DỰNG NAM CHÍ,https://www.topcv.vn/viec-lam/giam-sat-truong-cong-trinh-giao-thong-cau-duong-bo-di-lam-ngay/1988922.html,Thoả thuận,,,"['Giám sát dự án/công trình/thi công', '5 năm ...']",[],2025-12-18,2025-12-23 13:11:26
1987177,Nhân Viên Quản Lý Và Biên Tập Kênh Social (YouTube+ Facebook),CÔNG TY TNHH TRUYỀN THÔNG VÀ GIẢI TRÍ HT,https://www.topcv.vn/viec-lam/nhan-vien-quan-ly-va-bien-tap-kenh-social-youtube-facebook/1987177.html,8 - 20 triệu,8.0,20.0,"['Social Media', 'Báo chí', 'Marketing / Quảng cáo']",[],2025-12-17,2025-12-23 13:11:26
1945044,"Trợ Lý Tiếng Trung (Nữ/Từ HSK4 Trở Lên) / Không Yêu Cầu Kinh Nghiệm / Quận 7 Hoặc Quận 2, Tp HCM",CÔNG TY TNHH NEXTAD STUDIO,https://www.topcv.vn/viec-lam/tro-ly-tieng-trung-nu-tu-hsk4-tro-len-khong-yeu-cau-kinh-nghiem-quan-7-hoac-quan-2-tp-hcm/1945044.html,12 - 15 triệu,12.0,15.0,"['Nhân sự tổng hợp', 'Tiếng Trung Gi...']",['Nghỉ thứ 7'],2025-12-16,2025-12-23 13:11:26
1987478,Nhân Viên Xuất Nhập Khẩu (Nữ) - Phỏng Vấn Đi Làm Ngay,CÔNG TY TNHH VIETSUN GREEN,https://www.topcv.vn/viec-lam/nhan-vien-xuat-nhap-khau-nu-phong-van-di-lam-ngay/1987478.html,14 - 16 triệu,14.0,16.0,"['Chuyên môn Xuất nhập khẩu/Logistics', 'Xuất ...']",[],2025-12-17,2025-12-23 13:11:26
1990975,Nhân Viên Tư Vấn Trả Góp - Miền Nam,Công Ty Tài Chính TNHH Một Thành Viên Home Credit Việt Nam,https://www.topcv.vn/brand/homecreditvietnam/tuyen-dung/nhan-vien-tu-van-tra-gop-mien-nam-j1990975.html,8 - 15 triệu,8.0,15.0,"['Tư vấn trả góp', 'Direct Sales', 'Online Sales', 'Bá...']",[],2025-12-20,2025-12-23 13:11:26
1987794,Giám Sát Kho Vận Ngành Dược Tại Hà Nội (Lương 25 - 35 Triệu),CÔNG TY TNHH BÁCH KHANG VIỆT NAM,https://www.topcv.vn/viec-lam/giam-sat-kho-van-nganh-duoc-tai-ha-noi-luong-25-35-trieu/1987794.html,25 - 35 triệu,25.0,35.0,"['Giám sát/Điều phối hàng hoá và kho vận', 'Y ...']",[],2025-12-17,2025-12-23 13:11:26
1988385,Chuyên Viên Nghiên Cứu Phát Triển R&D - Thu Nhập UpTo 25 Triệu - Hà Nội,Công ty cổ phần thương mại Kiềm Saphia Pharma,https://www.topcv.vn/viec-lam/chuyen-vien-nghien-cuu-phat-trien-rd-thu-nhap-upto-25-trieu-ha-noi/1988385.html,15 - 25 triệu,15.0,25.0,"['R&D y dược', 'Y tế / Dược phẩm', '2 năm kinh ngh...']",[],2025-12-18,2025-12-23 13:11:26
1987053,Quản Lý Bán Hàng Ngành Dược Phẩm Thu Nhập Từ 30 - 50 Triệu Tại Hà Nội,CÔNG TY CỔ PHẦN DƯỢC PHẨM VIỆT BÁCH,https://www.topcv.vn/viec-lam/quan-ly-ban-hang-nganh-duoc-pham-thu-nhap-tu-30-50-trieu-tai-ha-noi/1987053.html,30 - 50 triệu,30.0,50.0,"['Sales Supervisor/Giám sát bán hàng', 'Direct...']",[],2025-12-18,2025-12-23 13:11:26
1986375,"Nhân Viên Kinh Doanh Máy Công Trình Toàn Quốc (LC 10-15M, Thu Nhập 20-50M++)",Công Ty Tnhh Zoomlion Việt Nam,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-may-cong-trinh-toan-quoc-lc-10-15m-thu-nhap-20-50m/1986375.html,Thoả thuận,,,"['Kinh doanh thiết bị/vật liệu xây dựng', 'Dir...']",[],2025-12-16,2025-12-23 13:11:26
1981835,Nhân Viên Kế Toán Dịch Vụ Và Thuế,CÔNG TY TNHH KẾ TOÁN VINA,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-dich-vu-va-thue/1981835.html,Từ 8 triệu,8.0,,"['Sales Dịch vụ kế toán', 'Kế toán', 'Thuế']",['Nghỉ thứ...'],2025-12-17,2025-12-23 13:11:26
1986085,Kỹ Sư Xây Dựng - Nhận Việc Ngay (Từ 16 - 22 Triệu),CÔNG TY CỔ PHẦN XÂY DỰNG 47,https://www.topcv.vn/viec-lam/ky-su-xay-dung-nhan-viec-ngay-tu-16-22-trieu/1986085.html,16 - 22 triệu,16.0,22.0,"['Kỹ sư xây dựng', 'Không yêu cầu kinh nghiệm', 'T...']",[],2025-12-16,2025-12-23 13:11:26
1989737,Community & Partnership Manager,Công ty Cổ phần TOPCV Việt Nam,https://www.topcv.vn/brand/topcv/tuyen-dung/community-partnership-manager-j1989737.html,Thoả thuận,,,"['Phát triển cộng đồng', 'Nhân sự', 'Giáo dục / Đà...']",[],2025-12-18,2025-12-23 13:11:26
1987812,Trưởng Phòng Hành Chính Nhân Sự (Có Thể Nhận Việc Sau Tết Nguyên Đán),CÔNG TY TNHH SEMPIRE VIỆT NAM,https://www.topcv.vn/viec-lam/truong-phong-hanh-chinh-nhan-su-co-the-nhan-viec-sau-tet-nguyen-dan/1987812.html,25 - 33 triệu,25.0,33.0,['Trưởng phòng nhân sự'],['Chăm sóc sức khỏe / ...'],2025-12-19,2025-12-23 13:11:26
1990242,Nhân Viên Hành Chính Lễ Tân (Có Thể Đi Làm Sau Tết),CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC PHẨM STARMED,https://www.topcv.vn/viec-lam/nhan-vien-hanh-chinh-le-tan-co-the-di-lam-sau-tet/1990242.html,9 - 11 triệu,9.0,11.0,"['Hành chính nhân sự', 'Nhân sự', 'Tuổi 23 - 30', '1 n...']",[],2025-12-19,2025-12-23 13:11:26
1950221,Chuyên Viên Mua Hàng Quốc Tế (Xuất Nhập Khẩu/ Logistics) Tiếng Trung,Công ty Cổ Phần Vật Tư - Thiết Bị Công Trình Minh Đức,https://www.topcv.vn/viec-lam/chuyen-vien-mua-hang-quoc-te-xuat-nhap-khau-logistics-tieng-trung/1950221.html,12 - 17 triệu,12.0,17.0,"['Chuyên môn Thu mua/Mua hàng', 'Xuất nhập khẩ...']",[],2025-12-17,2025-12-23 13:11:26
1988060,Biên Tập Viên Fanpage,CÔNG TY CỔ PHẦN HI MEDIA GROUP,https://www.topcv.vn/viec-lam/bien-tap-vien-fanpage/1988060.html,7 - 9 triệu,7.0,9.0,"['Social Media', 'Marketing / Quảng cáo', 'Phát th...']",[],2025-12-17,2025-12-23 13:11:26
1990613,Trưởng Phòng Pháp Chế,CÔNG TY CỔ PHẦN THIẾT KẾ VÀ XÂY DỰNG GIZA VIỆT NAM,https://www.topcv.vn/viec-lam/truong-phong-phap-che/1990613.html,Thoả thuận,,,"['Pháp chế', 'Luật / Pháp chế', '3 năm kinh nghiệm']",[],2025-12-19,2025-12-23 13:11:26
1991364,Chuyên Viên Tiền Lương & Phúc Lợi (Ưu Tiên Tính Lương Sản Phẩm/3Ps - Sản Xuất),CÔNG TY TNHH MTV SEN VÀNG VIỆT NAM,https://www.topcv.vn/brand/goldenlotusjewelry/tuyen-dung/chuyen-vien-tien-luong-phuc-loi-uu-tien-tinh-luong-san-pham-3ps-san-xuat-j1991364.html,16 - 20 triệu,16.0,20.0,['Bán l...'],['Payroll/C&B (Lương/Thưởng/Phúc lợi)'],2025-12-20,2025-12-23 13:11:26
1989936,Nhân Viên Giao Nhận Thủ Tục Hải Quan,CHI NHÁNH CÔNG TY CỔ PHẦN VẬN TẢI TOÀN CẦU VIỆT NAM,https://www.topcv.vn/viec-lam/nhan-vien-giao-nhan-thu-tuc-hai-quan/1989936.html,Từ 9 triệu,9.0,,"['Khai báo hải quan và kiểm dịch', 'Logistic /...']",[],2025-12-19,2025-12-23 13:11:26
1962870,Nhân Viên Pha Chế Quán Cafe (Barista),CÔNG TY TNHH ARTARA,https://www.topcv.vn/viec-lam/nhan-vien-pha-che-quan-cafe-barista/1962870.html,6 - 8 triệu,6.0,8.0,"['Pha chế (Barista)', 'Nhà hàng / Khách sạn', 'Ca ...']",[],2025-12-16,2025-12-23 13:11:26
1940588,Nhân Viên Marketing Ads,HỘ KINH DOANH NGOC HA DESIGN,https://www.topcv.vn/viec-lam/nhan-vien-marketing-ads/1940588.html,15 - 30 triệu,15.0,30.0,"['Chạy Ads', 'May mặc / Thời trang', 'Marketing / ...']",[],2025-12-19,2025-12-23 13:11:26
1990641,"Kỹ Thuật Viên Vận Hành Hệ Thống Lọc - Brewing Technician [Hưng Yên] - Thu Nhập Upto 20 Triệu, Tăng Ca Thưởng 300%",CÔNG TY CỔ PHẦN THỰC PHẨM VÀ ĐỒ UỐNG BARETT,https://www.topcv.vn/viec-lam/ky-thuat-vien-van-hanh-he-thong-loc-brewing-technician-hung-yen-thu-nhap-upto-20-trieu-tang-ca-thuong-300/1990641.html,13 - 20 triệu,13.0,20.0,"['Quản lý thiết bị sản xuất', 'Thực phẩm / Đồ ...']",[],2025-12-19,2025-12-23 13:11:26
1990690,Kiến Trúc Sư,CÔNG TY CỔ PHẦN TƯ VẤN PHÁT TRIỂN VÀ ĐẦU TƯ BẢO PHONG,https://www.topcv.vn/viec-lam/kien-truc-su/1990690.html,Thoả thuận,,,"['Kiến trúc sư', 'Thiết kế / Kiến trúc']",['Nghỉ thứ...'],2025-12-20,2025-12-23 13:11:26
1981195,Nhân Viên Kế Toán Nội Bộ - Quận 12 (Thu Nhập 7 - 15 Triệu),CÔNG TY TNHH THƯƠNG MẠI Ô TÔ HOÀNG LONG,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-noi-bo-quan-12-thu-nhap-7-15-trieu/1981195.html,7 - 15 triệu,7.0,15.0,"['Kế toán nội bộ', 'Tuổi 20 - 25', 'Không yêu cầu ...']",[],2025-12-16,2025-12-23 13:11:26
1993046,Trưởng Phòng Pháp Chế,CÔNG TY CỔ PHẦN CÔNG NGHỆ Y TẾ NHẬT VIỆT,https://www.topcv.vn/viec-lam/truong-phong-phap-che/1993046.html,Thoả thuận,,,['Chuyên môn Nhân sự/Hành chính/Pháp chế k...'],[],2025-12-23,2025-12-23 13:11:26
660448,Gia Sư Tiếng Anh Online,EDUPIA TUTOR,https://www.topcv.vn/brand/edupia/tuyen-dung/gia-su-tieng-anh-online-j660448.html,3 - 15 triệu,3.0,15.0,"['Giáo viên tiếng Anh', 'Giáo dục / Đào tạo', 'Dướ...']",[],2025-12-09,2025-12-23 13:11:26
1575383,"Front End Developer (ReactJS, VueJS, HTML) - Tại Hà Nội",Công Ty TNHH LG CNS VIỆT NAM,https://www.topcv.vn/viec-lam/front-end-developer-reactjs-vuejs-html-tai-ha-noi/1575383.html,Thoả thuận,,,"['Frontend Developer', '3 năm kinh n...']",['Nghỉ thứ 7'],2025-12-22,2025-12-23 13:11:26
